Data;Taxa (% a.a.);Fator diario;Financeiro (R$);Operacoes;Media;Mediana;Moda;Desvio padrao;Indice de curtose
13/11/2019;4,9;1,00018985;459.092.049.661,49;868;4,9;4,89;4,9;0,021;247,44
12/11/2019;4,9;1,00018985;459.418.649.491,45;913;4,9;4,89;4,9;0,02;258,714
11/11/2019;4,9;1,00018985;451.204.626.872,81;894;4,9;4,89;4,9;0,021;359,29
08/11/2019;4,9;1,00018985;443.117.485.326,62;944;4,9;4,89;4,9;0,021;357,11
07/11/2019;4,9;1,00018985;443.657.794.654,65;901;4,9;4,89;4,9;0,023;410,574
06/11/2019;4,9;1,00018985;415.682.069.921,52;882;4,9;4,89;4,9;0,028;289,292
05/11/2019;4,9;1,00018985;423.466.431.496,95;902;4,9;4,89;4,9;0,022;202,365
04/11/2019;4,9;1,00018985;416.493.272.477,38;900;4,89;4,89;4,9;0,043;210,159
01/11/2019;4,9;1,00018985;398.979.023.438,04;880;4,9;4,89;4,9;0,028;265,03
31/10/2019;4,9;1,00018985;409.076.964.569,68;894;4,9;4,89;4,9;0,035;183,452
30/10/2019;5,4;1,00020872;343.072.929.149,80;890;5,39;5,39;5,4;0,062;133,192
29/10/2019;5,4;1,00020872;338.442.668.116,66;855;5,4;5,39;5,4;0,03;222,682
28/10/2019;5,4;1,00020872;340.681.491.079,22;871;5,39;5,39;5,4;0,038;175,265
25/10/2019;5,4;1,00020872;355.690.129.154,16;902;5,4;5,39;5,4;0,023;386,215
24/10/2019;5,4;1,00020872;375.512.965.377,17;893;5,4;5,39;5,4;0,022;354,803
23/10/2019;5,4;1,00020872;380.802.828.599,19;907;5,39;5,39;5,4;0,032;238,498
22/10/2019;5,4;1,00020872;392.850.685.941,58;903;5,39;5,39;5,4;0,067;120,478
21/10/2019;5,4;1,00020872;400.643.438.197,91;920;5,4;5,39;5,4;0,025;390,26
18/10/2019;5,4;1,00020872;429.273.905.269,94;911;5,4;5,39;5,4;0,028;419,15
17/10/2019;5,4;1,00020872;458.447.924.696,67;904;5,4;5,39;5,4;0,031;325,942
16/10/2019;5,4;1,00020872;448.972.079.697,24;885;5,4;5,39;5,4;0,026;237,756
15/10/2019;5,4;1,00020872;437.862.034.130,37;921;5,4;5,39;5,4;0,025;296,999
14/10/2019;5,4;1,00020872;446.575.445.081,30;906;5,4;5,39;5,4;0,038;367,887
11/10/2019;5,4;1,00020872;442.515.478.775,14;910;5,4;5,39;5,4;0,027;428,507
10/10/2019;5,4;1,00020872;460.459.835.623,82;898;5,4;5,39;5,4;0,023;395,393
09/10/2019;5,4;1,00020872;451.134.358.319,08;874;5,4;5,39;5,4;0,023;576,24
08/10/2019;5,4;1,00020872;443.695.918.184,32;864;5,4;5,39;5,4;0,021;167,355
07/10/2019;5,4;1,00020872;444.230.655.646,99;897;5,4;5,39;5,4;0,021;505,307
04/10/2019;5,4;1,00020872;434.491.148.968,17;901;5,4;5,39;5,4;0,034;408,02
03/10/2019;5,4;1,00020872;468.788.759.334,43;871;5,4;5,39;5,4;0,019;551,391
02/10/2019;5,4;1,00020872;467.338.926.965,99;859;5,4;5,39;5,4;0,019;240,483
01/10/2019;5,4;1,00020872;458.107.352.847,22;906;5,4;5,39;5,4;0,02;319,061
30/09/2019;5,4;1,00020872;319.721.465.554,55;941;5,4;5,39;5,4;0,041;242,792
27/09/2019;5,4;1,00020872;323.491.371.858,06;912;5,4;5,39;5,4;0,031;316,889
26/09/2019;5,4;1,00020872;336.173.141.255,25;896;5,4;5,39;5,4;0,024;278,244
25/09/2019;5,4;1,00020872;343.330.116.055,63;893;5,4;5,39;5,4;0,023;301,568
24/09/2019;5,4;1,00020872;349.366.348.556,73;895;5,4;5,39;5,4;0,025;257,855
23/09/2019;5,4;1,00020872;362.428.587.983,31;889;5,4;5,39;5,4;0,026;462,71
20/09/2019;5,4;1,00020872;378.740.598.806,61;888;5,4;5,39;5,4;0,067;111,256
19/09/2019;5,4;1,00020872;407.195.325.062,66;878;5,4;5,39;5,4;0,036;160,008
18/09/2019;5,9;1,00022751;450.956.081.046,62;843;5,9;5,89;5,9;0,035;254,294
17/09/2019;5,9;1,00022751;457.797.782.462,68;819;5,89;5,89;5,9;0,048;196,639
16/09/2019;5,9;1,00022751;452.623.724.451,48;854;5,89;5,89;5,9;0,156;361,832
13/09/2019;5,9;1,00022751;448.088.028.445,86;885;5,9;5,89;5,9;0,021;371,972
12/09/2019;5,9;1,00022751;462.128.917.240,96;865;5,9;5,89;5,9;0,021;395,239
11/09/2019;5,9;1,00022751;478.451.758.881,66;858;5,9;5,89;5,9;0,02;250,483
10/09/2019;5,9;1,00022751;470.140.068.510,76;880;5,9;5,89;5,9;0,021;415,637
09/09/2019;5,9;1,00022751;481.149.215.173,86;893;5,9;5,89;5,9;0,018;413,461
06/09/2019;5,9;1,00022751;469.748.258.741,70;915;5,9;5,89;5,9;0,021;273,942
05/09/2019;5,9;1,00022751;508.753.667.933,31;869;5,9;5,89;5,9;0,018;431,427
04/09/2019;5,9;1,00022751;519.838.001.868,86;861;5,9;5,89;5,9;0,024;335,689
03/09/2019;5,9;1,00022751;510.121.804.520,31;869;5,9;5,89;5,9;0,019;201,994
02/09/2019;5,9;1,00022751;488.297.297.055,70;866;5,9;5,89;5,9;0,025;525,938
30/08/2019;5,9;1,00022751;463.938.390.748,13;872;5,9;5,89;5,9;0,02;356,272
29/08/2019;5,9;1,00022751;479.486.886.467,12;867;5,9;5,89;5,9;0,018;298,486
28/08/2019;5,9;1,00022751;477.643.477.181,90;871;5,9;5,89;5,9;0,019;308,272
27/08/2019;5,9;1,00022751;486.731.545.339,35;893;5,9;5,89;5,9;0,019;302,381
26/08/2019;5,9;1,00022751;486.020.850.852,02;884;5,9;5,89;5,9;0,02;379,905
23/08/2019;5,9;1,00022751;492.053.631.125,18;928;5,9;5,89;5,9;0,024;311,379
22/08/2019;5,9;1,00022751;510.669.718.827,42;903;5,9;5,89;5,9;0,017;322,294
21/08/2019;5,9;1,00022751;523.882.284.711,08;865;5,9;5,89;5,9;0,018;346,032
20/08/2019;5,9;1,00022751;559.592.958.546,86;860;5,9;5,89;5,9;0,017;350,473
19/08/2019;5,9;1,00022751;558.055.207.603,59;845;5,9;5,89;5,9;0,019;439,526
16/08/2019;5,9;1,00022751;550.177.770.441,54;853;5,9;5,89;5,9;0,02;324,863
15/08/2019;5,9;1,00022751;569.525.131.307,76;840;5,9;5,89;5,9;0,021;599,639
14/08/2019;5,9;1,00022751;531.940.323.162,20;861;5,9;5,89;5,9;0,021;513,254
13/08/2019;5,9;1,00022751;535.769.714.389,53;856;5,9;5,89;5,9;0,021;329,478
12/08/2019;5,9;1,00022751;521.536.224.011,67;878;5,9;5,89;5,9;0,023;661,864
09/08/2019;5,9;1,00022751;531.631.805.924,21;829;5,9;5,89;5,9;0,044;20.315,24
08/08/2019;5,9;1,00022751;558.045.491.464,57;806;5,9;5,89;5,9;0,021;519,966
07/08/2019;5,9;1,00022751;541.418.794.262,84;759;5,9;5,9;5,9;0,021;608,537
06/08/2019;5,9;1,00022751;530.234.938.487,92;899;5,9;5,89;5,9;0,018;271,63
05/08/2019;5,9;1,00022751;524.709.826.200,61;851;5,9;5,89;5,9;0,018;391,633
02/08/2019;5,9;1,00022751;499.486.166.667,45;871;5,89;5,89;5,9;0,044;211,137
01/08/2019;5,9;1,00022751;486.774.094.310,31;858;5,9;5,89;5,9;0,019;360,041
31/07/2019;6,4;1,0002462;439.903.480.128,58;883;6,4;6,39;6,4;0,03;278,219
30/07/2019;6,4;1,0002462;438.728.505.739,29;894;6,4;6,39;6,4;0,036;253,925
29/07/2019;6,4;1,0002462;443.192.109.491,37;881;6,4;6,39;6,4;0,027;967,845
26/07/2019;6,4;1,0002462;433.424.153.880,99;862;6,4;6,39;6,4;0,02;245,775
25/07/2019;6,4;1,0002462;478.722.379.548,10;892;6,4;6,39;6,4;0,033;429,21
24/07/2019;6,4;1,0002462;481.751.512.222,02;875;6,4;6,39;6,4;0,025;501,705
23/07/2019;6,4;1,0002462;474.342.571.139,51;891;6,4;6,39;6,4;0,018;288,607
22/07/2019;6,4;1,0002462;483.990.384.180,34;912;6,4;6,39;6,4;0,022;443,981
19/07/2019;6,4;1,0002462;492.729.405.375,03;912;6,4;6,4;6,4;0,023;574,954
18/07/2019;6,4;1,0002462;519.870.839.805,84;894;6,4;6,39;6,4;0,018;267,236
17/07/2019;6,4;1,0002462;521.393.013.788,45;895;6,4;6,39;6,4;0,021;364,532
16/07/2019;6,4;1,0002462;505.390.712.560,34;872;6,4;6,39;6,4;0,022;218,277
15/07/2019;6,4;1,0002462;512.081.482.700,30;901;6,4;6,39;6,4;0,017;343,362
12/07/2019;6,4;1,0002462;481.908.029.010;878;6,4;6,39;6,4;0,025;355,006
11/07/2019;6,4;1,0002462;512.265.672.158,82;892;6,4;6,39;6,4;0,021;402,263
10/07/2019;6,4;1,0002462;520.268.869.731,07;889;6,4;6,39;6,4;0,019;227,902
09/07/2019;6,4;1,0002462;467.210.937.215,73;723;6,4;6,39;6,4;0,018;262,658
08/07/2019;6,4;1,0002462;460.297.550.960,84;700;6,4;6,39;6,4;0,026;457,707
05/07/2019;6,4;1,0002462;495.060.040.480,48;925;6,4;6,39;6,4;0,023;581,175
04/07/2019;6,4;1,0002462;490.932.907.391,35;869;6,4;6,39;6,4;0,03;400,055
03/07/2019;6,4;1,0002462;506.870.386.370,50;877;6,4;6,39;6,4;0,022;388,954
02/07/2019;6,4;1,0002462;509.242.324.783,93;885;6,4;6,39;6,4;0,029;370,313
01/07/2019;6,4;1,0002462;505.333.430.320,59;879;6,4;6,39;6,4;0,023;316,022
28/06/2019;6,4;1,0002462;395.758.642.595,64;902;6,39;6,39;6,4;0,042;297,062
27/06/2019;6,4;1,0002462;419.654.705.376,37;873;6,4;6,39;6,4;0,028;265,179
26/06/2019;6,4;1,0002462;412.462.783.397,87;855;6,4;6,39;6,4;0,031;127,434
25/06/2019;6,4;1,0002462;416.286.632.175,70;894;6,4;6,39;6,4;0,031;360,125
24/06/2019;6,4;1,0002462;414.505.124.062,54;893;6,4;6,39;6,4;0,03;237,265
21/06/2019;6,4;1,0002462;401.963.048.395,44;890;6,4;6,39;6,4;0,024;449,909
19/06/2019;6,4;1,0002462;453.194.946.437,41;894;6,4;6,39;6,4;0,02;459,97
18/06/2019;6,4;1,0002462;458.929.303.128,04;875;6,4;6,39;6,4;0,025;357,69
17/06/2019;6,4;1,0002462;456.605.995.755,31;874;6,4;6,39;6,4;0,028;356,628
14/06/2019;6,4;1,0002462;459.097.411.722,71;911;6,4;6,39;6,4;0,024;500,859
13/06/2019;6,4;1,0002462;475.086.022.966,18;852;6,4;6,39;6,4;0,023;388,532
12/06/2019;6,4;1,0002462;467.739.178.499,76;907;6,4;6,39;6,4;0,021;364,758
11/06/2019;6,4;1,0002462;477.034.887.440,38;847;6,4;6,39;6,4;0,03;229,03
10/06/2019;6,4;1,0002462;474.861.360.214,64;846;6,4;6,39;6,4;0,02;349,361
07/06/2019;6,4;1,0002462;456.335.433.525,31;889;6,4;6,39;6,4;0,019;501,243
06/06/2019;6,4;1,0002462;455.737.045.226,15;892;6,4;6,39;6,4;0,022;539,081
05/06/2019;6,4;1,0002462;472.711.312.871,63;884;6,4;6,39;6,4;0,023;594,686
04/06/2019;6,4;1,0002462;473.290.477.835,22;887;6,4;6,39;6,4;0,019;378,701
03/06/2019;6,4;1,0002462;465.006.636.071,13;878;6,4;6,39;6,4;0,024;552,319
31/05/2019;6,4;1,0002462;429.542.449.307,24;888;6,4;6,39;6,4;0,028;176,706
30/05/2019;6,4;1,0002462;528.802.889.192,12;851;6,4;6,39;6,4;0,017;401,436
29/05/2019;6,4;1,0002462;536.842.133.734,06;823;6,4;6,39;6,4;0,017;484,65
28/05/2019;6,4;1,0002462;523.347.537.561,98;859;6,4;6,39;6,4;0,024;396,934
27/05/2019;6,4;1,0002462;513.331.402.022,39;800;6,4;6,39;6,4;0,019;731,661
24/05/2019;6,4;1,0002462;536.574.804.428,58;796;6,4;6,39;6,4;0,016;507,303
23/05/2019;6,4;1,0002462;548.700.954.551,69;812;6,4;6,39;6,4;0,017;596,578
22/05/2019;6,4;1,0002462;558.951.371.666,15;824;6,4;6,39;6,4;0,016;527,16
21/05/2019;6,4;1,0002462;562.935.450.726,08;864;6,4;6,39;6,4;0,035;394,038
20/05/2019;6,4;1,0002462;614.069.475.895,35;849;6,4;6,4;6,4;0,016;661,682
17/05/2019;6,4;1,0002462;602.023.468.269,67;826;6,4;6,39;6,4;0,017;540,501
16/05/2019;6,4;1,0002462;630.391.025.953,85;826;6,4;6,39;6,4;0,019;620,163
15/05/2019;6,4;1,0002462;626.324.866.934,44;830;6,4;6,39;6,4;0,04;295,415
14/05/2019;6,4;1,0002462;507.106.880.870,09;907;6,4;6,39;6,4;0,026;209,573
13/05/2019;6,4;1,0002462;510.196.687.770,68;872;6,4;6,39;6,4;0,019;508,446
10/05/2019;6,4;1,0002462;470.410.658.933,95;913;6,4;6,39;6,4;0,041;301,065
09/05/2019;6,4;1,0002462;488.888.121.593,41;894;6,4;6,39;6,4;0,019;344,09
08/05/2019;6,4;1,0002462;444.876.523.221,09;886;6,4;6,39;6,4;0,018;331,838
07/05/2019;6,4;1,0002462;435.395.810.997,28;864;6,4;6,39;6,4;0,018;432,792
06/05/2019;6,4;1,0002462;431.141.296.100,37;857;6,4;6,39;6,4;0,018;452,471
03/05/2019;6,4;1,0002462;426.427.562.396,22;863;6,4;6,39;6,4;0,021;380,083
02/05/2019;6,4;1,0002462;430.554.507.586,04;886;6,4;6,39;6,4;0,018;452,811
30/04/2019;6,4;1,0002462;442.016.571.173,97;858;6,4;6,39;6,4;0,023;581,363
29/04/2019;6,4;1,0002462;448.071.995.372,82;851;6,4;6,39;6,4;0,053;921.642,34
26/04/2019;6,4;1,0002462;428.593.762.536,80;894;6,4;6,39;6,4;0,021;396,065
25/04/2019;6,4;1,0002462;451.675.169.199,24;861;6,4;6,39;6,4;0,02;433,309
24/04/2019;6,4;1,0002462;450.298.025.925,63;861;6,4;6,39;6,4;0,02;540,832
23/04/2019;6,4;1,0002462;460.689.294.853,13;813;6,4;6,39;6,4;0,018;569,919
22/04/2019;6,4;1,0002462;457.258.540.796,58;836;6,4;6,39;6,4;0,017;588,226
18/04/2019;6,4;1,0002462;506.416.726.849,89;841;6,4;6,39;6,4;0,023;461,719
17/04/2019;6,4;1,0002462;520.022.502.261,88;820;6,4;6,39;6,4;0,023;513,847
16/04/2019;6,4;1,0002462;509.387.546.140,88;849;6,4;6,39;6,4;0,019;374,073
15/04/2019;6,4;1,0002462;512.743.976.760,77;833;6,4;6,39;6,4;0,017;600,133
12/04/2019;6,4;1,0002462;525.140.659.278,44;857;6,4;6,39;6,4;0,017;853,74
11/04/2019;6,4;1,0002462;520.430.410.119,41;834;6,4;6,39;6,4;0,018;511,698
10/04/2019;6,4;1,0002462;520.501.083.438,98;822;6,4;6,39;6,4;0,018;539,998
09/04/2019;6,4;1,0002462;506.411.531.108,95;833;6,4;6,39;6,4;0,016;595,99
08/04/2019;6,4;1,0002462;504.916.435.465,38;871;6,4;6,39;6,4;0,017;712,388
05/04/2019;6,4;1,0002462;498.472.231.656,38;852;6,4;6,39;6,4;0,024;556,465
04/04/2019;6,4;1,0002462;523.427.747.004,54;863;6,4;6,39;6,4;0,017;649,7
03/04/2019;6,4;1,0002462;525.652.088.443,72;845;6,4;6,39;6,4;0,018;352,128
02/04/2019;6,4;1,0002462;518.910.601.113,50;823;6,4;6,39;6,4;0,019;543,024
01/04/2019;6,4;1,0002462;510.478.478.231,18;855;6,4;6,39;6,4;0,029;200,077
29/03/2019;6,4;1,0002462;372.101.048.386,07;897;6,39;6,39;6,4;0,063;139,252
28/03/2019;6,4;1,0002462;385.890.369.365;855;6,4;6,39;6,4;0,023;373,94
27/03/2019;6,4;1,0002462;370.892.956.314,31;852;6,4;6,39;6,4;0,02;610,576
26/03/2019;6,4;1,0002462;361.808.427.630,65;866;6,4;6,39;6,4;0,027;372,662
25/03/2019;6,4;1,0002462;377.164.420.565,89;857;6,4;6,39;6,4;0,021;354,448
22/03/2019;6,4;1,0002462;365.118.258.788,66;862;6,4;6,39;6,4;0,02;464,021
21/03/2019;6,4;1,0002462;388.695.697.943,31;829;6,4;6,39;6,4;0,024;372,43
20/03/2019;6,4;1,0002462;504.038.075.157,16;853;6,4;6,39;6,4;0,023;479,321
19/03/2019;6,4;1,0002462;489.425.113.442,82;853;6,4;6,39;6,4;0,018;557,894
18/03/2019;6,4;1,0002462;490.548.515.591,22;847;6,4;6,39;6,4;0,018;574,131
15/03/2019;6,4;1,0002462;483.535.960.358,71;904;6,4;6,39;6,4;0,019;550,746
14/03/2019;6,4;1,0002462;486.305.293.098,08;882;6,4;6,39;6,4;0,016;723,05
13/03/2019;6,4;1,0002462;487.972.052.452,12;883;6,4;6,39;6,4;0,018;570,145
12/03/2019;6,4;1,0002462;489.341.125.125,69;861;6,4;6,39;6,4;0,018;578,387
11/03/2019;6,4;1,0002462;470.788.797.872,61;859;6,4;6,39;6,4;0,02;523,265
08/03/2019;6,4;1,0002462;478.582.162.561,25;868;6,4;6,39;6,4;0,019;470,994
07/03/2019;6,4;1,0002462;465.943.386.505,04;834;6,4;6,39;6,4;0,022;577,291
06/03/2019;6,4;1,0002462;449.150.524.071,84;874;6,4;6,39;6,4;0,024;1.035,44
01/03/2019;6,4;1,0002462;424.708.299.507,55;866;6,39;6,39;6,4;0,062;308,594
28/02/2019;6,4;1,0002462;342.604.003.429,24;864;6,4;6,39;6,4;0,026;322,363
27/02/2019;6,4;1,0002462;370.835.713.697,71;884;6,4;6,39;6,4;0,024;553,5
26/02/2019;6,4;1,0002462;365.933.690.298,72;859;6,4;6,39;6,4;0,021;467,483
25/02/2019;6,4;1,0002462;381.605.063.743,44;869;6,4;6,39;6,4;0,039;207,437
22/02/2019;6,4;1,0002462;377.248.456.192,49;897;6,4;6,39;6,4;0,019;607,962
21/02/2019;6,4;1,0002462;399.792.125.691,35;864;6,4;6,39;6,4;0,019;576,467
20/02/2019;6,4;1,0002462;435.658.196.708,35;940;6,41;6,39;6,4;0,092;68,194
19/02/2019;6,4;1,0002462;430.258.636.485,88;879;6,4;6,39;6,4;0,019;516,907
18/02/2019;6,4;1,0002462;429.201.749.315,91;869;6,4;6,39;6,4;0,023;297,085
15/02/2019;6,4;1,0002462;425.067.119.064,53;902;6,4;6,39;6,4;0,025;433,761
14/02/2019;6,4;1,0002462;430.507.929.972,06;860;6,4;6,39;6,4;0,018;657,772
13/02/2019;6,4;1,0002462;423.032.466.031,19;889;6,4;6,39;6,4;0,019;498,687
12/02/2019;6,4;1,0002462;421.071.029.925,86;875;6,4;6,39;6,4;0,022;373,657
11/02/2019;6,4;1,0002462;404.354.047.769,06;890;6,4;6,39;6,4;0,022;407,959
08/02/2019;6,4;1,0002462;371.778.296.999,71;907;6,4;6,39;6,4;0,022;460,102
07/02/2019;6,4;1,0002462;381.951.094.054,78;894;6,4;6,39;6,4;0,019;557,749
06/02/2019;6,4;1,0002462;460.205.180.621,72;884;6,4;6,39;6,4;0,02;595,015
05/02/2019;6,4;1,0002462;472.638.932.250,44;885;6,4;6,39;6,4;0,019;631,55
04/02/2019;6,4;1,0002462;466.316.470.868,14;890;6,4;6,39;6,4;0,018;560,125
01/02/2019;6,4;1,0002462;446.853.601.408,13;907;6,4;6,39;6,4;0,023;593,823
31/01/2019;6,4;1,0002462;481.898.669.053,05;894;6,4;6,39;6,4;0,029;565,087
30/01/2019;6,4;1,0002462;491.325.917.232,98;885;6,4;6,39;6,4;0,018;549,481
29/01/2019;6,4;1,0002462;497.391.490.843,71;883;6,4;6,39;6,4;0,02;481,409
28/01/2019;6,4;1,0002462;484.487.229.330,07;887;6,4;6,39;6,4;0,019;560,497
25/01/2019;6,4;1,0002462;450.314.894.346,14;728;6,4;6,39;6,4;0,015;1.115,09
24/01/2019;6,4;1,0002462;478.170.170.496,66;694;6,4;6,39;6,4;0,013;1.214,42
23/01/2019;6,4;1,0002462;515.401.141.932,76;863;6,4;6,39;6,4;0,018;538,596
22/01/2019;6,4;1,0002462;517.290.942.940,11;873;6,4;6,39;6,4;0,02;386,723
21/01/2019;6,4;1,0002462;522.408.895.169,04;887;6,4;6,39;6,4;0,018;696,016
18/01/2019;6,4;1,0002462;528.664.110.987,35;888;6,4;6,39;6,4;0,018;768,961
17/01/2019;6,4;1,0002462;544.910.451.346,15;860;6,4;6,39;6,4;0,017;775,738
16/01/2019;6,4;1,0002462;544.668.950.922,58;850;6,4;6,39;6,4;0,018;741,08
15/01/2019;6,4;1,0002462;538.299.385.275,70;849;6,4;6,39;6,4;0,018;635,261
14/01/2019;6,4;1,0002462;525.911.568.415,15;835;6,4;6,39;6,4;0,032;191,765
11/01/2019;6,4;1,0002462;529.357.948.303,56;848;6,4;6,39;6,4;0,02;494,293
10/01/2019;6,4;1,0002462;534.079.765.211,44;834;6,4;6,39;6,4;0,018;575,67
09/01/2019;6,4;1,0002462;537.213.679.753,31;822;6,4;6,39;6,4;0,018;643,194
08/01/2019;6,4;1,0002462;530.141.878.690;849;6,4;6,39;6,4;0,02;583,1
07/01/2019;6,4;1,0002462;519.725.659.300,09;858;6,4;6,39;6,4;0,02;637,366
04/01/2019;6,4;1,0002462;517.604.956.596,29;872;6,39;6,39;6,4;0,056;216,371
03/01/2019;6,4;1,0002462;525.818.719.646,23;878;6,4;6,39;6,4;0,027;686,988
02/01/2019;6,4;1,0002462;518.241.313.671,84;876;6,39;6,39;6,4;0,05;331,355
